scenario,measure,country,country_name,scenario_short,scenario_label,transition,damage_curve,mitigation_cost,measure_label,oecd_measure_label,category,unit_hint,frequency,year,value,series_code,series_name,source_dataset,source_url,downloaded_at,base_value,annualised_growth_from_base_pct,change_from_base_pct
BAU1,POPS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Trend total population,Trend total population,Output and population,Persons,A,2030,29671669.0897243,AUS.POPS.BAU1.A,"Australia – Trend total population – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.45875083783815,7.50967645156677
BAU1,POPS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Trend total population,Trend total population,Output and population,Persons,A,2050,37787216.828708,AUS.POPS.BAU1.A,"Australia – Trend total population – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.26468575546463,36.9148275068386
BAU1,POPS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Trend total population,Trend total population,Output and population,Persons,A,2071,47474222.9397523,AUS.POPS.BAU1.A,"Australia – Trend total population – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.18612029865806,72.0138605148398
BAU1,POPS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Trend total population,Trend total population,Output and population,Persons,A,2100,62713608.2124454,AUS.POPS.BAU1.A,"Australia – Trend total population – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.10040566965441,127.230888415552
BAU1,POPS_1574,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2025,20427306.6073554,AUS.POPS_1574.BAU1.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,,0
BAU1,POPS_1574,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2030,21810834.1604108,AUS.POPS_1574.BAU1.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.31931235336906,6.77293183897882
BAU1,POPS_1574,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2050,26964745.0990032,AUS.POPS_1574.BAU1.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.11682124362167,32.0034286326021
BAU1,POPS_1574,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2071,33421265.8849402,AUS.POPS_1574.BAU1.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.0760082869762,63.6107320820552
BAU1,POPS_1574,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2100,43054351.2578748,AUS.POPS_1574.BAU1.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,0.999078778260309,110.768615194584
BAU1,RATE_GGINTP,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2025,3.79090497322675,AUS.RATE_GGINTP.BAU1.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,,0
BAU1,RATE_GGINTP,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2030,4.025358,AUS.RATE_GGINTP.BAU1.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,1.20741270355396,6.18461893476816
BAU1,RATE_GGINTP,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2050,5.232355,AUS.RATE_GGINTP.BAU1.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,1.29737053761372,38.0239029190519
BAU1,RATE_GGINTP,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2071,5.113515,AUS.RATE_GGINTP.BAU1.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,0.652734707212588,34.8890314084414
BAU1,RATE_GGINTP,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2100,4.701202,AUS.RATE_GGINTP.BAU1.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,0.287363367088545,24.0126574842213
BAU1,SHARE_COAL,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.273383185961789,AUS.SHARE_COAL.BAU1.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,0
BAU1,SHARE_COAL,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.239910459966236,AUS.SHARE_COAL.BAU1.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,-2.57835094447679,-12.2438861328624
BAU1,SHARE_COAL,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.106019555984025,AUS.SHARE_COAL.BAU1.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,-3.71811877934518,-61.2194306643118
BAU1,SHARE_COAL,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0,AUS.SHARE_COAL.BAU1.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,
BAU1,SHARE_COAL,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0,AUS.SHARE_COAL.BAU1.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,
BAU1,SHARE_GAS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.274787253049614,AUS.SHARE_GAS.BAU1.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,,0
BAU1,SHARE_GAS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.287351056546131,AUS.SHARE_GAS.BAU1.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,0.898159236765661,4.57219298096356
BAU1,SHARE_GAS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.314919748107723,AUS.SHARE_GAS.BAU1.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,0.546772033630627,14.6049333121224
BAU1,SHARE_GAS,AUS,Australia,BAU median damage,"Business as usual, median damage",Business as usual,Median,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.325078872662834,AUS.SHARE_GAS.BAU1.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, median climate climate damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,0.366039304444721,18.3020205832254
